account_id,in_degree,out_degree,avg_neighbor_degree,pagerank,clustering,is_fraud
U132,48,53,99.1321,0.000978401,0.093589,0
U140,39,54,101.574,0.000818971,0.0955056,0
U500,43,42,102.405,0.000885153,0.1,0
U864,50,68,101.618,0.00101082,0.096713,0
U199,53,58,102.879,0.00102635,0.0948515,0
U757,44,51,100.824,0.000904156,0.0929288,0
U751,44,63,100.413,0.00087591,0.0938614,0
U99,44,50,101.18,0.000877664,0.100122,0
U225,47,48,103.208,0.000965453,0.10559,0
U4,65,56,100.25,0.00118689,0.0953523,0
U995,43,58,102.362,0.000846974,0.0983203,1
U920,49,48,101.646,0.00094059,0.099813,0
U87,41,52,103.25,0.00082398,0.095429,0
U338,42,50,101.84,0.00085825,0.0966562,0
U827,51,69,99.8841,0.000998027,0.100554,0
U928,47,40,103.975,0.000942488,0.104131,0
U221,56,50,102.76,0.00109827,0.0965163,0
U850,43,45,100.6,0.000851741,0.095212,0
U896,57,49,102.143,0.00112262,0.0955186,0
U365,44,38,100.816,0.000879166,0.0978947,0
U529,55,48,101.646,0.00106831,0.0989487,0
U302,55,50,100.92,0.00108133,0.0990099,0
U950,51,44,101,0.000987411,0.0990424,0
U685,39,48,99.6667,0.000814472,0.0993677,0
U10,46,46,106.109,0.000906601,0.095429,0
U1,47,55,98.2,0.000914346,0.0911004,1
U853,44,43,101.791,0.000903322,0.0954856,0
U447,57,49,102.082,0.00113049,0.0925253,0
U446,41,69,101.435,0.000833347,0.095045,0
U767,51,55,101.4,0.00100411,0.0835713,0
U502,48,48,101.979,0.000982695,0.103448,0
U121,65,55,102.182,0.00125454,0.0971686,0
U782,58,60,100.85,0.00112792,0.091913,0
U450,50,57,102.351,0.00101302,0.0923232,0
U877,47,52,100.75,0.000926943,0.0942982,0
U912,64,55,100.018,0.00120143,0.0965805,0
U761,58,43,103.512,0.00115062,0.0950978,0
U490,53,50,100.68,0.00100836,0.0910891,0
U321,53,48,100.167,0.00101648,0.0972938,0
U91,52,45,100.467,0.000980404,0.0967824,0
U373,48,55,99.8545,0.000965155,0.0927644,0
U482,44,46,101.217,0.000912309,0.0956305,0
U172,37,53,101.019,0.000756429,0.09658,0
U322,42,52,100.654,0.000859719,0.0920826,0
U345,55,50,98.18,0.00106267,0.0943506,0
U358,53,52,101.346,0.00105618,0.0947389,0
U107,62,49,103.837,0.00121109,0.0989011,0
U29,41,47,103.766,0.000853247,0.0987364,0
U554,66,50,99.46,0.00124979,0.0942319,0
U856,45,40,99.9,0.000862698,0.0879253,0
U156,49,50,101.22,0.000996476,0.0943622,0
U388,47,50,99.18,0.000953948,0.0955056,0
U104,52,46,100,0.00105591,0.0928839,0
U980,51,55,101.945,0.00106333,0.0952381,0
U763,51,60,98.85,0.00102911,0.0873617,0
U105,48,44,100.023,0.000952752,0.0938826,0
U7,52,53,100.66,0.00109077,0.0931313,0
U328,64,51,101.588,0.00127778,0.0946587,1
U357,44,43,99.9302,0.000880991,0.0913165,0
U333,45,43,102,0.000916283,0.0889193,0
U379,59,56,101.321,0.00117273,0.092363,0
U680,53,63,99.9683,0.00106637,0.0957926,0
U620,48,65,101.846,0.000995993,0.0916946,0
U200,46,53,102.264,0.000937008,0.0955186,0
U909,56,47,100.319,0.00102294,0.0954087,0
U565,44,47,100.915,0.000910242,0.0903502,0
U262,52,57,102.404,0.00102434,0.0988007,0
U601,59,46,101.217,0.00111695,0.0976238,0
U214,57,51,99.902,0.00114948,0.0939802,0
U131,56,39,103.641,0.00112546,0.101051,0
U229,53,53,101.547,0.00105836,0.0974122,0
U709,42,44,100.205,0.000886653,0.0960917,0
U956,54,52,101.077,0.00104192,0.0984275,0
U579,43,54,101.185,0.000853342,0.0969475,0
U12,49,42,102.095,0.000974813,0.0952503,0
U961,42,46,103.826,0.000890739,0.0983193,0
U683,70,49,99.898,0.00129955,0.0886159,0
U926,49,51,102.373,0.0010275,0.101096,1
U662,43,63,102.587,0.000905614,0.09842,0
U425,54,49,101.531,0.00110187,0.0902588,0
U976,59,50,99.66,0.00110349,0.0912444,0
U421,50,49,101.388,0.000996505,0.0949042,1
U986,63,44,101.773,0.00119637,0.0948258,0
U612,43,51,100,0.000882076,0.0931336,1
U356,50,51,101.314,0.000988903,0.0961498,0
U324,51,44,102.909,0.00101201,0.090301,0
U412,55,51,100.922,0.00108445,0.0918812,0
U564,42,54,99.3333,0.000875693,0.0974677,0
U617,47,54,103.352,0.00093934,0.0970934,0
U404,41,38,102.474,0.000854385,0.0982351,0
U651,48,67,102.672,0.000989575,0.0990826,0
U317,54,57,100.596,0.00105788,0.105054,0
U207,48,54,100.815,0.000948379,0.0960627,0
U274,42,42,101.429,0.000851562,0.0993827,0
U786,50,64,101.844,0.000998627,0.102275,0
U94,34,40,98.45,0.000711993,0.101863,0
U92,46,42,101.143,0.000934493,0.0966724,0
U247,50,45,101.956,0.000978569,0.0932602,1
U788,55,52,101.788,0.00107222,0.094677,0
U670,45,51,100.275,0.000904589,0.102007,0
U399,46,39,100.641,0.00091049,0.0858175,0
U978,49,57,101.86,0.000962348,0.0936251,0
U416,42,57,98.193,0.000917831,0.0972417,0
U310,51,57,102.158,0.000999182,0.0912444,0
U336,45,51,101.333,0.000887236,0.0938,0
U962,46,58,100.31,0.000936566,0.0992161,0
U441,43,42,101.476,0.000911793,0.0993241,0
U987,39,43,101.837,0.000824402,0.0991114,0
U14,42,57,101.684,0.000852368,0.0991228,1
U433,51,50,100.9,0.000999416,0.10116,0
U246,36,49,99.6939,0.000765045,0.0967218,0
U97,49,44,102.795,0.000981816,0.089916,0
U234,57,48,100.562,0.00112149,0.0944554,0
U722,45,52,99.3077,0.000911192,0.0882419,0
U366,52,59,100.983,0.00103725,0.0942868,0
U8,39,42,98.0238,0.000796062,0.0926316,0
U775,40,59,100.712,0.000834239,0.089838,0
U279,57,55,102.327,0.00112028,0.0887691,0
U504,72,54,100.352,0.00135603,0.10014,0
U982,42,51,102.118,0.000878974,0.089214,0
U389,45,51,102.392,0.000926179,0.0973783,0
U45,60,49,102,0.00115604,0.0907394,0
U320,56,56,99.2321,0.00115865,0.0972147,0
U800,51,47,99.8298,0.00101701,0.097807,0
U185,57,59,100.983,0.00109838,0.0945788,0
U261,41,47,99.0213,0.000817662,0.087395,0
U371,47,58,100.828,0.000949151,0.0931858,0
U253,55,52,101.923,0.00110934,0.0957804,0
U964,66,32,99.5938,0.00126998,0.0956327,0
U945,46,35,103.229,0.000927771,0.099643,0
U115,38,50,99.4,0.000788491,0.0943912,0
U770,42,40,102.2,0.000845531,0.0993827,0
U789,42,50,101.52,0.000901082,0.101675,0
U639,39,48,100.75,0.000819654,0.0949512,0
U477,46,54,99.7778,0.000919893,0.0932131,0
U880,35,51,103.471,0.000743304,0.0987342,0
U428,42,51,100.961,0.000846972,0.0948276,0
U362,54,41,101.366,0.001065,0.0886108,0
U849,44,56,101.857,0.000907275,0.105921,0
U319,45,44,101.023,0.000938463,0.091954,0
U536,45,55,100.473,0.000933783,0.0971491,0
U693,49,45,99.0667,0.000983445,0.0915966,0
U33,60,38,99.1579,0.00114559,0.0965404,1
U999,42,50,100.2,0.000880086,0.0943912,0
U499,53,50,102.1,0.00108353,0.0901316,0
U647,56,47,100.277,0.0010902,0.0907071,0
U539,59,62,98.5323,0.00111302,0.0914005,0
U456,54,52,102.019,0.00106918,0.0908911,0
U653,41,44,101.659,0.000830088,0.0918398,0
U306,49,62,101.194,0.000946919,0.09328,0
U13,58,63,101.508,0.00118235,0.0999035,0
U49,61,52,100.827,0.00117019,0.0887797,0
U260,32,46,99.1739,0.000721002,0.0918919,0
U305,40,42,102.262,0.000844587,0.0945721,0
U524,40,58,97.6207,0.00084776,0.0915122,0
U743,60,51,102.333,0.00117224,0.0961538,0
U952,47,43,100.279,0.000924756,0.0878636,0
U111,48,51,98.8235,0.000970521,0.0967742,0
U823,54,39,99.8718,0.0010974,0.0906479,0
U958,51,49,101.02,0.0010072,0.0936455,0
U618,46,49,100.429,0.00091272,0.0946011,0
U626,43,50,100.72,0.000875909,0.0882968,0
U168,48,47,101.681,0.000978912,0.0898657,0
U406,51,60,102.833,0.00105005,0.0993711,0
U822,48,53,100.849,0.000981917,0.0995614,0
U979,60,46,101.696,0.00117211,0.0991919,0
U16,43,70,101.857,0.000877353,0.0924908,0
U368,46,47,100.447,0.00095049,0.100122,0
U47,46,48,100.479,0.000901963,0.0938826,0
U153,48,47,101.574,0.000936714,0.10318,0
U561,51,44,100.591,0.00100878,0.0967742,0
U350,41,49,99.8571,0.000871227,0.0861833,1
U678,51,52,100.942,0.00105123,0.0960052,0
U838,57,56,101.946,0.00112974,0.095045,0
U273,56,43,102.093,0.00109204,0.0965122,0
U752,50,72,100.667,0.00102527,0.0919908,0
U116,47,49,99.0408,0.000941364,0.0992161,0
U837,50,47,100.106,0.00100465,0.101768,0
U445,55,53,99.8679,0.00106713,0.0995923,0
U191,64,58,99.0517,0.0012173,0.0989254,0
U251,57,75,100.907,0.00108989,0.0905188,0
U119,51,49,99.8367,0.000994884,0.0940722,0
U101,47,49,100.551,0.000933358,0.0977066,0
U706,57,53,102.585,0.00112645,0.100629,0
U266,60,61,103.148,0.00115606,0.0955598,0
U135,43,54,101.926,0.000868773,0.102076,0
U745,53,47,100.851,0.00104233,0.097807,0
U110,54,47,100.085,0.00105027,0.095032,0
U954,48,49,103.061,0.000959588,0.100096,0
U287,61,48,101,0.00119451,0.0903863,0
U444,35,47,101.064,0.000712852,0.0962371,0
U591,36,42,100.929,0.000784543,0.089542,0
U969,54,55,103.236,0.00105018,0.0908911,0
U277,44,48,101.562,0.000916295,0.0941176,1
U847,59,46,104.239,0.0011426,0.100568,0
U206,43,59,102.017,0.000891371,0.0962199,0
U563,57,54,102.463,0.00115662,0.0963406,0
U807,64,49,99.3265,0.00121563,0.0957772,0
U715,52,48,101.938,0.00102186,0.0979243,0
U286,64,53,99.3962,0.00122056,0.0956507,0
U386,29,57,100.333,0.000681689,0.104012,0
U571,52,56,100.804,0.00099349,0.0913764,0
U863,57,48,103.083,0.00109379,0.0987682,0
U702,59,47,103.447,0.00113342,0.101847,0
U939,47,45,100.378,0.000962576,0.093633,0
U588,52,62,99.7581,0.00103599,0.0897415,0
U960,50,51,100.569,0.000973418,0.097918,0
U544,48,60,101,0.000973174,0.0989911,0
U804,53,47,99.0426,0.00104828,0.091886,0
U184,55,64,100.906,0.00110214,0.0919908,0
U942,64,44,104.705,0.00129741,0.104029,0
U897,63,58,103.328,0.00125512,0.0948894,0
U583,54,41,99.5122,0.00105983,0.0878901,0
U195,51,64,103.906,0.00103773,0.0965251,0
U419,46,57,101.351,0.000898717,0.0886869,0
U692,46,53,99.8113,0.00095863,0.0938574,0
U420,58,53,101.981,0.00112694,0.0982296,0
U353,60,47,100.043,0.00119774,0.0955556,0
U809,51,64,100.906,0.00106675,0.0962389,0
U515,59,57,101.035,0.00114406,0.0941851,0
U695,58,51,100.235,0.00115324,0.0946602,0
U540,52,59,100.22,0.00105284,0.095045,0
U496,59,50,101.22,0.00113488,0.0927975,0
U165,38,50,98.86,0.000771691,0.09139,0
U75,53,42,101.905,0.00106416,0.0916355,0
U932,48,61,99.8361,0.00100261,0.0968864,0
U747,54,48,101.208,0.00101819,0.097918,0
U803,38,38,99.9737,0.000788454,0.0954617,0
U211,58,49,102.633,0.00112826,0.0976226,0
U400,48,51,99.4706,0.000948147,0.0931691,0
U205,46,49,101.857,0.000942291,0.0919305,0
U971,44,53,101.698,0.000922413,0.104553,0
U267,50,50,102,0.00100428,0.0956303,0
U997,46,38,98.1842,0.000945123,0.0969587,0
U255,57,56,99.3571,0.00113362,0.0952381,0
U975,62,53,101.396,0.00121246,0.0974903,0
U792,48,61,101.23,0.000934511,0.0904762,0
U339,42,60,99.95,0.000868757,0.0899953,0
U458,50,43,101.023,0.000996867,0.0987461,0
U691,51,46,102.283,0.000977984,0.0925519,0
U188,69,46,99.1087,0.0013633,0.0930385,0
U437,55,49,100.347,0.00108981,0.0942074,0
U595,49,46,100.37,0.000985558,0.0919732,0
U464,46,45,100.889,0.000920686,0.0935579,0
U397,45,49,101.816,0.000905389,0.0990807,0
U224,49,63,101.508,0.000974273,0.0890496,0
U671,44,47,100.298,0.000909855,0.09857,0
U689,45,56,103.482,0.000910405,0.0966292,0
U937,50,46,99.7391,0.000993984,0.0909091,0
U147,61,40,103.225,0.00116668,0.0978329,0
U886,50,60,99.4167,0.000974229,0.0857143,0
U393,46,45,100.4,0.000928356,0.0867294,0
U711,54,55,101.382,0.00109334,0.0982076,0
U548,52,52,98.0385,0.00100233,0.0887129,1
U899,44,51,101.412,0.000905002,0.0855465,0
U551,61,43,102.837,0.00123882,0.103484,0
U994,58,65,101.338,0.00113908,0.0954657,0
U508,46,44,101.909,0.000889369,0.0935579,0
U557,51,51,102.098,0.000999768,0.101589,0
U133,44,56,101.786,0.000928966,0.0911641,0
U562,45,46,99.587,0.000899972,0.101401,0
U170,44,51,102.882,0.00089167,0.0949939,0
U213,61,34,100.765,0.00119054,0.0986569,0
U483,55,50,98.64,0.00111413,0.0867862,0
U34,54,47,102.979,0.00106916,0.0966811,0
U609,53,51,101.235,0.000997222,0.0932131,0
U970,52,54,99.9815,0.0010164,0.0914386,0
U555,50,53,102.038,0.00101067,0.0984641,0
U844,49,62,101.419,0.000988389,0.0912848,0
U427,42,52,102.25,0.000850417,0.101124,0
U668,44,51,103.275,0.00088898,0.0998567,0
U915,57,48,99.0625,0.00110297,0.102453,0
U410,45,44,101.159,0.000955893,0.0966724,0
U839,47,57,101.053,0.000970117,0.0915275,0
U453,47,54,100.815,0.000958543,0.0883772,0
U700,47,61,100.934,0.000906099,0.0949933,0
U50,42,56,102.839,0.000856158,0.0933425,0
U813,62,52,100,0.00119259,0.093612,0
U413,47,46,101.348,0.000964404,0.0946779,0
U904,51,54,100.241,0.000993783,0.100198,0
U186,52,55,99.1818,0.00104088,0.0931858,0
U533,48,41,102.512,0.000956619,0.0938252,0
U787,35,52,97.8462,0.000729484,0.0946224,0
U20,43,49,102.184,0.000855785,0.0968789,0
U280,44,48,99.2708,0.000905219,0.0894665,0
U268,42,65,100.323,0.000887752,0.0956504,0
U892,58,46,99.7174,0.00111598,0.0989899,0
U281,45,47,103.128,0.000906174,0.0992542,0
U865,50,47,100.213,0.000974451,0.0972417,0
U646,47,42,104.619,0.000946439,0.100115,0
U879,55,53,101.396,0.0011281,0.0921392,0
U230,55,39,101.718,0.00105171,0.0924413,0
U174,52,51,102.588,0.00102553,0.0912871,0
U893,43,36,98.0278,0.00087453,0.0929285,0
U109,62,58,101.448,0.00122551,0.0979662,0
U114,37,56,98.8393,0.000795752,0.0908864,0
U940,42,42,101.024,0.000833471,0.0903342,0
U334,44,46,100.935,0.000876542,0.099541,0
U470,61,55,103.109,0.00115677,0.101537,0
U361,39,39,99.4872,0.000833822,0.0940541,0
U906,65,44,101.386,0.00124971,0.0972741,0
U729,55,62,104.806,0.00109724,0.0906888,0
U363,43,55,101.855,0.000876666,0.0956327,0
U870,62,59,102.695,0.00117289,0.0937819,0
U523,50,54,98.7593,0.00107809,0.0884658,0
U778,51,56,102.589,0.00101721,0.0993279,0
U240,59,43,105.116,0.00116278,0.100112,0
U927,59,55,99.4364,0.00118358,0.096686,0
U227,46,42,101.452,0.000918964,0.091954,0
U717,51,48,102.042,0.00100803,0.100748,0
U603,43,54,99.6296,0.000845401,0.090143,0
U17,46,56,100.964,0.000948979,0.0944667,0
U372,54,44,100.75,0.00104018,0.0905971,1
U318,34,45,101.622,0.000723136,0.0898838,0
U451,53,34,102.441,0.00106328,0.107258,0
U381,43,46,102.065,0.000863095,0.0980392,0
U435,47,43,101.558,0.000927601,0.098904,0
U517,42,49,102.02,0.000843399,0.0916553,0
U5,39,66,100.303,0.000797754,0.0998711,0
U669,50,51,99.6863,0.000996066,0.0986842,0
U802,58,46,100.065,0.00112497,0.0968317,0
U858,44,52,100.769,0.000881842,0.100096,0
U469,42,39,102.923,0.000859402,0.0957895,0
U973,44,48,101.312,0.000882027,0.0937181,0
U828,55,56,100.446,0.00105725,0.0932234,0
U580,43,58,105.103,0.00085932,0.101974,0
U127,56,40,102.325,0.0010871,0.0942576,0
U169,44,59,96.3559,0.000881774,0.0946197,0
U723,50,44,99.7955,0.000998434,0.0986622,0
U438,54,39,103.769,0.00103629,0.0978348,0
U383,59,52,100.077,0.0011837,0.0920463,0
U846,45,52,101.173,0.000938825,0.0982456,0
U514,53,51,99.8431,0.00101676,0.0953082,0
U944,41,61,99.4262,0.000822199,0.0888158,0
U202,36,48,99.375,0.000764164,0.0906354,0
U538,49,49,101.367,0.00100374,0.0935016,0
U48,46,52,102.481,0.000907011,0.0986044,0
U197,60,47,102.681,0.00114781,0.0975758,0
U968,53,44,99.1364,0.00106729,0.0929288,0
U284,47,40,103.25,0.000954864,0.0968536,0
